Company,x,Member of the S&P500,Member of the Russell 1000 Index,source,Scraping code set up ?,Ticker(s),PR Agency,Example 2020 company PR agency press release URL,Domain,Company global/main press - news release site URL,Subscribed to press releases esgroadmap@gmail.com ?,Subscribed to press releases jameskijani@gmail.com ?,Plain text press release subscription possible? (yes/no),Company annual reports page URL,Company annual / financial report 2020 URL of pdf document (including 10-k),Company sustainability / ESG reports page URL,Company Sustainability / ESG report 2020 URL of pdf document,Country,NAICS #1,2017 NAICS TITLE,NAICS #2,2017 NAICS TITLE.1,NAICS #3,2017 NAICS TITLE.2,NAICS #4,2017 NAICS TITLE.3,NAICS #5,2017 NAICS TITLE.4,WORKED BY:,COMMENTS / NOTES,Carbon sentence available ?
Reliance Steel & Alum,,no,yes,,,RS,Globenewswire,https://www.globenewswire.com/news-release/2021/07/08/2259755/0/en/Reliance-Steel-Aluminum-Co-to-Announce-Second-Quarter-2021-Results-on-Thursday-July-22nd.html,https://www.rsac.com/,https://investor.rsac.com/press-releases/default.aspx,YES,YES,NO,https://investor.rsac.com/financial-information/annual-reports/default.aspx,https://user-64jajyf.cld.bz/2020-Annual-Report,https://www.rsac.com/environmental-social-and-governance/,not available,United States,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Renaissancere Holdings,,no,yes,,,RNR,Businesswire,https://www.businesswire.com/news/home/20210707005943/en/,https://www.renre.com/,https://investor.renre.com/press-releases,YES,YES,NO,https://investor.renre.com/static-files/f9c6b5af-6b20-4d6d-a1bb-b08ba7951ac3,,https://www.renre.com/about-us/esg-at-renaissancere/,not available,United States,524126,Direct Property and Casualty Insurance Carriers ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Repligen Corp,,no,yes,,,RGEN,Globenewswire,https://www.globenewswire.com/news-release/2021/06/22/2250785/0/en/Repligen-Corporation-Announces-Agreement-to-Acquire-Polymem-S-A.html,https://www.repligen.com/,https://repligen.q4ir.com/news/default.aspx,YES,YES,NO,https://repligen.q4ir.com/financial-information/annual-reports/default.aspx,https://s1.q4cdn.com/717391049/files/doc_financials/2020/ar/Annual-Report-2021_FINAL_Bookmarked-PDF.pdf,https://www.repligen.com/company/sustainability-report-2020,https://www.repligen.com/application/files/7516/3607/5551/Repligen_Sustainability_Report_2020.pdf,United States,325412,Pharmaceutical Preparation Manufacturing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Repsol,,no,no,Verizon Communications,,REP,,,https://www.repsol.com/en/,https://www.repsol.com/en/press-room/press-releases/index.cshtml,NO,NO,NO,not available,not available,https://www.repsol.com/en/shareholders-and-investors/socially-responsible-investors/index.cshtml,https://www.repsol.com/content/dam/repsol-corporate/en_gb/accionistas-e-inversores/pdfs/annual-esg-engagement-report-2020-2021.pdf,Spain,213112,Support Activities for Oil and Gas Operations ,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing ",311999,All Other Miscellaneous Food Manufacturing ,325611,Soap and Other Detergent Manufacturing ,325620,,,,0
Republic Services Inc.,,yes,yes,,,RSG,PRNewswire,http://www.prnewswire.com/news-releases/republic-services-inc-sets-date-for-second-quarter-2021-earnings-release-and-conference-call-301315055.html,http://www.republicservices.com/,https://investor.republicservices.com/news-releases,YES,YES,NO,https://investor.republicservices.com/financial-information/annual-reports,https://investor.republicservices.com/static-files/141357f1-65e4-4e4d-a78c-833c2bd7aabd,https://investor.republicservices.com/sustainability,https://investor.republicservices.com/static-files/73695b7a-a810-4ce2-8606-b5b13f885b74,United States,562111,Solid Waste Collection ,562219,Other Nonhazardous Waste Treatment and Disposal ,562920,Materials Recovery Facilities ,*,*,*,*,LILYD - S&P,,0
ResMed Inc.,,yes,yes,,,RMD,Globenewswire,"https://www.globenewswire.com/news-release/2021/06/02/2240471/0/en/ResMed-Announces-Participation-in-the-Goldman-Sachs-42nd-Annual-Global-Healthcare-Conference.html#:~:text=SAN%20DIEGO%2C%20June%2002%2C%202021,approximately%201%3A20%20p.m.%20(Eastern",https://www.resmed.com/en-us/,https://investor.resmed.com/investor-relations/events-and-presentations/default.aspx?section=press,YES,YES,NO,https://investor.resmed.com/investor-relations/financials/default.aspx?section=annual,"https://s2.q4cdn.com/231003812/files/doc_financials/2020/ar/ResMed-Form-10-K-June-30,-2020-(as-filed-on-12-August-2020).pdf",https://investors.resmed.com/investor-relations/about-us/Corporate-Citizenship-at-ResMed/default.aspx,https://s2.q4cdn.com/231003812/files/doc_downloads/2021/04/2020-corp-citizens/html/assets/img/ResMed_ESG.pdf,United States,339112,Surgical and Medical Instrument Manufacturing ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Rexford Industrial Rlty,,no,yes,,,REXR,PRNewswire,https://www.prnewswire.com/news-releases/rexford-industrial-announces-dates-for-second-quarter-2021-earnings-release-and-conference-call-301325160.html,https://www.rexfordindustrial.com/,https://ir.rexfordindustrial.com/press-releases/default.aspx,YES,YES,NO,https://ir.rexfordindustrial.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,https://ir.rexfordindustrial.com/static-files/3f4ba6df-55aa-4e19-b3fe-8ed4ea05cc9c,https://www.rexfordindustrial.com/esg,https://rexford-industrial.s3.amazonaws.com/jenkins/rexford-com/master/uploads/esg/Rexford_Industrial_2020_ESG_Report_Building_Lasting_Value.pdf,United States,531390,Other Activities Related to Real Estate ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Reynolds Consumer Produc,,no,yes,,,REYN,Businesswire,https://www.businesswire.com/news/home/20210602005775/en/,https://www.reynoldsconsumerproducts.com/,https://investors.reynoldsconsumerproducts.com/news-and-events/financial-releases,YES,YES,NO,https://investors.reynoldsconsumerproducts.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table,https://investors.reynoldsconsumerproducts.com/static-files/479a7aa9-67f7-4b93-8877-dfcddb26f4a2,https://www.reynoldsconsumerproducts.com/sustainability,not available,United States,331315,"Aluminum Sheet, Plate, and Foil Manufacturing ",*,*,*,*,*,*,*,*,LILYD - Russell,,0
Ringcentral Inc,,no,yes,,,RNG,Businesswire,https://www.businesswire.com/news/home/20210707005122/en/,https://www.ringcentral.com/,https://www.ringcentral.com/whyringcentral/company/pressreleases.html,YES,YES,NO,https://ir.ringcentral.com/financials/annual-reports/default.aspx,https://s24.q4cdn.com/639777509/files/doc_financials/2020/q4/db60760c-2add-41ac-befe-5d2eb4562d4a.pdf,https://www.ringcentral.com/corporate-responsibility.html,http://netstorage.ringcentral.com/report/csr_report_2020.pdf,United States,517919,All Other Telecommunications ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Rio Tinto,,no,no,Visa Inc.,,RIO,Businesswire,http://www.businesswire.com/news/home/20201215006224/en/Rio-Tinto-advances-climate-partnership-with-China-Baowu-Steel-with-US10-million-investment,https://www.riotinto.com/en,https://www.riotinto.com/news/releases,YES,YES,NO,https://www.riotinto.com/invest/reports/annual-report,https://www.riotinto.com/-/media/Content/Documents/Invest/Reports/Annual-reports/RT-Annual-report-2020.pdf?rev=6df52113b92840648d05a4ac9e4cc1d8,https://www.riotinto.com/invest/reports/sustainability-report,not available,United Kingdom,212299,All Other Metal Ore Mining ,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing ,333120,Construction Machinery Manufacturing,333618,Other Engine Equipment Manufacturing ,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,,,0
Robert Half International Inc.,,yes,yes,,,RHI,PRNewswire,https://www.prnewswire.com/news-releases/robert-half-research-points-to-strong-job-optimism-among-us-workers-301312344.html,http://www.roberthalf.com/,https://rh-us.mediaroom.com/,YES,YES,NO,https://www.roberthalf.com/investor-center/2020-annual-report,https://www.roberthalf.com/sites/default/files/documents_not_indexed/Robert%20Half_2020%20Annual%20Report.pdf,https://www.roberthalf.com/about-robert-half/corporate-responsibility,https://www.roberthalf.com/sites/default/files/documents_not_indexed/RH_CorporateCitizenshipReport_2020.pdf,United States,561311,Employment Placement Agencies ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Roche,,no,no,Chevron Corporation,,"RO, ROG",Globenewswire,https://www.globenewswire.com/news-release/2020/12/15/2144967/0/en/Roche-launches-cobas-PIK3CA-Mutation-Test-for-patients-with-advanced-or-metastatic-breast-cancer-in-countries-accepting-the-CE-mark.html,http://www.roche.com/,https://www.roche.com/media/releases.htm,YES,YES,NO,https://www.roche.com/investors/non-financial-reporting.htm,https://www.roche.com/dam/jcr:4c76f641-c532-4b67-98c4-871f909ebd43/en/ar20e.pdf,not available,not available,Switzerland,325412,Pharmaceutical Preparation Manufacturing ,524113,Direct Life Insurance Carriers ,524114,Direct Health and Medical Insurance Carriers ,524126,Direct Property and Casualty Insurance Carriers ,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",,,0
Rockwell Automation Inc.,,yes,yes,,,ROK,Businesswire,https://www.businesswire.com/news/home/20210603005839/en/,http://www.rockwellautomation.com/,https://ir.rockwellautomation.com/press-releases/default.aspx,YES,YES,NO,https://ir.rockwellautomation.com/financials/annual-reports-and-proxy/default.aspx,https://s21.q4cdn.com/683968908/files/doc_financials/2020/ar/ROK015_Rockwell-Automation_2020-Annual-Report_Web.pdf,https://www.rockwellautomation.com/en-us/company/about-us/integrity-sustainability/corporate-responsibility.html,https://literature.rockwellautomation.com/idc/groups/literature/documents/br/esap-br030_-en-p.pdf,United States,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",333249,Other Industrial Machinery Manufacturing ,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",335314,Relay and Industrial Control Manufacturing ,335312,Motor and Generator Manufacturing ,LILYD - S&P,,0
Roku Inc,,no,yes,,,ROKU,Businesswire,https://www.businesswire.com/news/home/20210629005402/en/,https://www.roku.com/,https://ir.roku.com/news-releases,YES,YES,NO,https://www.roku.com/investor/annual-meeting,https://image.roku.com/c3VwcG9ydC1B/Roku-2020-Annual-Report.pdf,not available,not available,United States,541519,Other Computer Related Services,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Rollins Inc.,,yes,yes,,,ROL,PRNewswire,https://www.prnewswire.com/news-releases/rollins-inc-schedules-date-for-release-of-second-quarter-and-six-months-2021-results-301326228.html,http://www.rollins.com/,https://www.rollins.com/news/2021,YES,YES,NO,https://www.rollins.com/investor-relations/filings-and-reports/annual-reports,https://www.rollins.com/~/media/Files/R/Rollins-V2/documents/annual-reports/2020-rollins-annual-report-v1.pdf,https://www.rollins.com/investor-relations,https://viz.tools.investis.com/rollins/2020-sustainability-report/index.html,United States,561710,Exterminating and Pest Control Services,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Rolls-Royce,,no,no,Volkswagen AG,,RR,PRNewswire,https://www.prnewswire.com/news-releases/rolls-royce-motor-cars-delivers-historic-record-result-in-2019-300982317.html,http://www.rolls-royce.com/,https://www.rolls-royce.com/media/press-releases.aspx,YES,YES,NO,https://www.rolls-royce.com/investors/annual-report-2020.aspx,https://www.rolls-royce.com/~/media/Files/R/Rolls-Royce/documents/annual-report/2020/2020-full-annual-report.pdf,https://www.rolls-royce.com/sustainability.aspx,not available,United Kingdom,336412,Aircraft Engine and Engine Parts Manufacturing ,*,*,*,*,*,*,*,*,,,0
Roper Technologies Inc.,,yes,yes,,,ROP,Globenewswire,https://www.globenewswire.com/news-release/2021/06/10/2245493/0/en/Roper-Technologies-Announces-Dividend.html,https://www.ropertech.com/,https://www.ropertech.com/news,YES,YES,NO,https://investors.ropertech.com/annual-reports/default.aspx,https://s27.q4cdn.com/953647995/files/doc_financials/2020/ar/2020-Annual-Report-and-10-K.pdf,not available,not available,United States,333912,Air and Gas Compressor Manufacturing ,332911,Industrial Valve Manufacturing ,333249,Other Industrial Machinery Manufacturing ,*,*,*,*,LILYD - S&P,,0
Rosneft Oil Company,,no,no,Volvo Trucks,,ROSN,,,http://www.rosneft.com/,https://www.rosneft.com/press/releases/,YES,YES,NO,https://www.rosneft.com/Investors/Reports_and_presentations/Annual_reports/,https://www.rosneft.com/upload/site2/document_file/a_report_2020_eng.pdf,https://www.rosneft.com/Development/Sustainability_Reports/,https://www.rosneft.com/upload/site2/document_file/Rosneft_CSR2020_ENG.pdf,Russia,211120,Crude Petroleum Extraction ,517311,Wired Telecommunications Carriers ,517312,Wireless Telecommunications Carriers (except Satellite),*,*,,,,,0
Ross Stores Inc.,,yes,yes,,,ROST,Businesswire,https://www.businesswire.com/news/home/20210520006013/en/Ross-Stores-Reports-First-Quarter-Earnings,https://www.rossstores.com/,https://investors.rossstores.com/news-releases?field_nir_news_date_value%5Bmin%5D=2021,YES,YES,NO,https://investors.rossstores.com/financial-information/annual-reports,https://investors.rossstores.com/static-files/71f64ccb-dbd5-4a91-bfa1-5d32065e7af1,https://corp.rossstores.com/responsibility/,not available,United States,448140,Family Clothing Stores ,452210,Department Stores ,*,*,*,*,*,*,LILYD - S&P,,0
Royal Caribbean Group,,yes,yes,,,RCL,PRNewswire,https://www.prnewswire.com/news-releases/celebrity-flora-fulfills-long-awaited-bucket-list-moments-for-wanderlust-travelers-as-celebrity-cruises-returns-to-the-galapagos-islands-301325373.html,https://www.royalcaribbeangroup.com/,https://www.rclinvestor.com/press-releases/,YES,YES,NO,https://www.rclinvestor.com/financial-info/sec-filings/,https://app.quotemedia.com/data/downloadFiling?webmasterId=101533&ref=115677773&type=PDF&symbol=RCL&companyName=Royal+Caribbean+Group&formType=10-K&dateFiled=2021-02-26&CK=884887,https://sustainability.rclcorporate.com/reporting/,https://sustainability.rclcorporate.com/,United States,483112,Deep Sea Passenger Transportation ,561510,Travel Agencies,*,*,*,*,*,*,LILYD - S&P,,0
Royal Dutch Shell,,no,no,Walgreens Boots Alliance,yes,RDSA,,,http://www.shell.com/,https://www.shell.com/media/news-and-media-releases.html,YES,YES,NO,https://www.shell.com/about-us/annual-publications/annual-reports-download-centre.html,https://reports.shell.com/annual-report/2020/servicepages/downloads/files/shell-annual-report-2020.pdf,https://reports.shell.com/sustainability-report/2020/servicepages/download-centre.html,https://reports.shell.com/sustainability-report/2020/servicepages/downloads/files/shell-sustainability-report-2020.pdf,Netherlands,211120,Crude Petroleum Extraction ,237310,"Highway, Street, and Bridge Construction ",237990,Other Heavy and Civil Engineering Construction ,*,*,485111,,,,0
Royal Gold Inc,,no,yes,,,RGLD,Businesswire,https://www.businesswire.com/news/home/20210630005203/en/,https://www.royalgold.com/,https://www.royalgold.com/investors/press-releases/,YES,YES,NO,https://royalgold.com/investors/financial-reports/default.aspx,https://s28.q4cdn.com/583965976/files/doc_financials/2020/ar/royal-gold-2020-annual-report.pdf,https://royalgold.com/esg/esg-document-library/default.aspx,not available,United States,541618,Other Management Consulting Services ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Rpm International Inc,,no,yes,,,RPM,Businesswire,https://www.businesswire.com/news/home/20210702005011/en/,https://www.rpminc.com/,https://www.rpminc.com/news/,YES,YES,NO,https://www.rpminc.com/reports-financials/annual-reports-proxy-statements/,https://www.rpminc.com/media/2046/2020-annual-report.pdf,https://www.rpminc.com/esg/,https://www.rpminc.com/media/1705/esg-report.pdf,United States,325510,Paint and Coating Manufacturing,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Ryder System Inc,,no,yes,,,R,Businesswire,https://www.businesswire.com/news/home/20210708005223/en/,https://ryder.com/,https://investors.ryder.com/investors/news-and-events/default.aspx#section=news,YES,YES,NO,https://investors.ryder.com/investors/financials/default.aspx#section=annual,https://s22.q4cdn.com/311134590/files/doc_financials/annual/2020/Ryder_10K_OAR-2020.pdf,https://rydercsr.com/downloads/,https://rydercsr.com/wp-content/uploads/2021/09/Ryder_CSR_2019-2020_090821A.pdf,United States,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",*,*,*,*,*,*,*,*,LILYD - Russell,,0
S&P Global Inc.,,yes,yes,,,SPGI,PRNewswire,https://www.prnewswire.com/news-releases/sp-global-to-present-at-the-stifel-2021-virtual-cross-sector-insight-conference-on-june-9-2021-301305482.html,https://www.spglobal.com/en/,https://investor.spglobal.com/news-releases/default.aspx,YES,YES,NO,https://investor.spglobal.com/sec-filings-reports/annual-reports/default.aspx,https://lufax.q4cdn.com/548020347/files/doc_financials/2020/ar/S-P-Global-2020-Annual-Report.pdf,https://www.spglobal.com/en/who-we-are/corporate-responsibility/reports-and-policies,https://www.spglobal.com/en/who-we-are/corporate-responsibility/impact-report-2020.pdf,United States,561450,Credit Bureaus,523930,Investment Advice ,523210,Securities and Commodity Exchanges,*,*,*,*,LILYD - S&P,,0
Sabre Corp,,no,yes,,,SABR,PRNewswire,https://www.prnewswire.com/news-releases/sabre-releases-new-insights-into-how-airline-network-planning-is-adapting-for-travel-industry-recovery-301331527.html,https://www.sabre.com/,https://investors.sabre.com/financial-releases,YES,YES,NO,https://investors.sabre.com/financial-information/annuals-proxies,https://investors.sabre.com/static-files/dfdc5bf8-8789-4721-9bb9-ee014f3711cb,https://www.sabre.com/about/corporate-responsibility/,not available,United States,511210,Software Publishers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
